ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
8,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backend_bases.py:1732(<lambda>)
3,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backend_bases.py:3569(Show)
8,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backend_tools.py:52(_register_tool_class)
3,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backend_bases.py:1967(<genexpr>)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\_pylab_helpers.py:33(get_fig_manager)
1,0.000,0.000,0.152,0.152,C:\Python314\Lib\site-packages\matplotlib\backend_bases.py:3497(new_figure_manager)
61,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\text.py:1275(set_text)
61,0.000,0.000,0.003,0.000,C:\Python314\Lib\site-packages\matplotlib\text.py:1316(set_fontproperties)
36,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\font_manager.py:1349(<genexpr>)
1,0.000,0.000,0.074,0.074,C:\Python314\Lib\site-packages\matplotlib\backend_bases.py:1774(new_manager)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backend_bases.py:2229(mpl_connect)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backend_bases.py:2292(mpl_disconnect)
1,0.000,0.000,0.074,0.074,C:\Python314\Lib\site-packages\matplotlib\backend_bases.py:3506(new_figure_manager_given_figure)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\text.py:854(get_fontsize)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\_pylab_helpers.py:55(<genexpr>)
386,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\font_manager.py:1205(score_style)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\font_manager.py:1579(_cached_realpath)
61,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\text.py:321(set_antialiased)
61,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\text.py:606(set_wrap)
64,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\text.py:1205(set_x)
64,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\text.py:1216(set_y)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\widgets.py:38(__init__)
402,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\font_manager.py:717(get_family)
402,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\font_manager.py:733(get_style)
402,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\font_manager.py:739(get_variant)
183,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\figure.py:65(_stale_figure_callback)
9,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\text.py:587(set_clip_box)
4,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\text.py:592(set_clip_path)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\text.py:597(set_clip_on)
32,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\text.py:1054(set_fontfamily)
52,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\text.py:1108(set_fontsize)
8,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\text.py:1160(set_fontweight)
386,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\font_manager.py:1167(_expand_aliases)
21,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\text.py:580(_update_clip_properties)
23,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\patches.py:388(_set_facecolor)
19,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\patches.py:429(set_linewidth)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\_pylab_helpers.py:71(<genexpr>)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\_pylab_helpers.py:117(set_active)
61,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\text.py:1330(set_usetex)
93,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\font_manager.py:784(set_family)
61,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\font_manager.py:798(set_style)
61,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\font_manager.py:811(set_variant)
61,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\text.py:1349(set_parse_math)
5,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\font_manager.py:711(__eq__)
67,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\font_manager.py:961(copy)
51,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\font_manager.py:1154(get_default_size)
61,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\text.py:1040(set_linespacing)
109,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\text.py:1259(set_verticalalignment)
61,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\font_manager.py:906(set_file)
13,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\patches.py:349(set_antialiased)
76,0.000,0.000,0.002,0.000,C:\Python314\Lib\site-packages\matplotlib\patches.py:934(get_bbox)
402,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\font_manager.py:745(get_weight)
402,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\font_manager.py:754(get_stretch)
406,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\font_manager.py:762(get_size)
17,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\font_manager.py:768(get_file)
16,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\font_manager.py:926(get_math_fontfamily)
386,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\font_manager.py:1222(score_variant)
152,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\patches.py:821(rotation_point)
16,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:189(_set_labelrotation)
3,0.000,0.000,0.002,0.001,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:1128(_update_transScale)
8,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:992(get_xaxis_text1_transform)
8,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:1074(get_yaxis_text1_transform)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:2425(_add_text)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\patches.py:541(set_hatch)
19,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\patches.py:377(set_edgecolor)
19,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\patches.py:395(set_facecolor)
16,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\patches.py:501(set_capstyle)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\patches.py:521(set_joinstyle)
76,0.000,0.000,0.010,0.000,C:\Python314\Lib\site-packages\matplotlib\patches.py:307(get_transform)
4,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\patches.py:3904(__init__)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\patches.py:422(set_alpha)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\patches.py:3956(set_boxstyle)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\patches.py:2416(__init__)
76/25,0.000,0.000,0.009,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:964(get_xaxis_transform)
76/25,0.000,0.000,0.006,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:1046(get_yaxis_transform)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:1826(set_box_aspect)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:2599(update_datalim)
15,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:1230(_set_artist_props)
8,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:1019(get_xaxis_text2_transform)
8,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:1101(get_yaxis_text2_transform)
6,0.000,0.000,0.005,0.001,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:3318(grid)
3,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:3752(set_xlim)
3,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:3986(set_ylim)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\figure.py:97(add)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:216(__init__)
1,0.000,0.000,0.001,0.001,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:1257(_gen_axes_spines)
3,0.000,0.000,0.074,0.025,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:1445(clear)
2,0.000,0.000,0.047,0.023,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:1454(cla)
28,0.000,0.000,0.013,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:234(set_clip_path)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\figure.py:79(__init__)
80,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:310(<genexpr>)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\figure.py:1702(sca)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\figure.py:2207(_set_artist_props)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\figure.py:3228(clear)
36,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:711(_get_axis_name)
24,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:701(_get_shared_axes)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\gridspec.py:736(__init__)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\figure.py:2802(axes)
16,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:901(viewLim)
3,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:1240(_gen_axes_patch)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:3711(get_xlim)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:3964(get_ylim)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:2560(_unit_change_handler)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:3279(set_axisbelow)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:221(set_prop_cycle)
58,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:605(_axis_map)
32,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:220(get_tick_padding)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\figure.py:83(as_list)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\figure.py:2854(_get_dpi)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\figure.py:3000(set_canvas)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\figure.py:3332(<lambda>)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:73(wrapper)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:4151(set_navigate)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:4172(set_navigate_mode)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\figure.py:3328(add_axobserver)
64,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:891(<genexpr>)
32,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:201(_pad)
8,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:392(_get_text2_transform)
80,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:293(_set_artist_props)
8,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:389(_get_text1_transform)
8,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:450(_get_text1_transform)
8,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:453(_get_text2_transform)
3,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:3562(set_axis_off)
3,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:3574(set_axis_on)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:673(isDefault_majloc)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:689(isDefault_minloc)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:681(isDefault_majfmt)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:697(isDefault_minfmt)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:757(get_scale)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:1628(get_major_locator)
3,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\spines.py:598(__iter__)
12,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:2349(setter)
32,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:3733(_validate_converted_limits)
6,0.000,0.000,0.019,0.003,C:\Python314\Lib\site-packages\matplotlib\axis.py:761(_set_scale)
14/10,0.000,0.000,0.028,0.003,C:\Python314\Lib\site-packages\matplotlib\axis.py:888(reset_ticks)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:494(__init__)
72,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:713(<genexpr>)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:753(get_transform)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:1906(set_major_formatter)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:1932(set_minor_formatter)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:500(locator)
22,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:511(formatter)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:812(_get_autoscale_on)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:816(_set_autoscale_on)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\spines.py:209(register_axis)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\spines.py:226(_clear)
16,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:205(_apply_tickdir)
14/10,0.000,0.000,0.037,0.004,C:\Python314\Lib\site-packages\matplotlib\axis.py:1115(set_clip_path)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:504(locator)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:515(formatter)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:2004(set_pickradius)
72/40,0.000,0.000,0.014,0.000,C:\Python314\Lib\site-packages\matplotlib\spines.py:203(_ensure_position_is_set)
68,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\spines.py:565(__getattr__)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:805(limit_range_for_scale)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:1271(_set_artist_props)
16/10,0.000,0.000,0.030,0.003,C:\Python314\Lib\site-packages\matplotlib\axis.py:534(__get__)
16/10,0.000,0.000,0.030,0.003,C:\Python314\Lib\site-packages\matplotlib\axis.py:1585(_get_tick)
4,0.000,0.000,0.003,0.001,C:\Python314\Lib\site-packages\matplotlib\axes\_axes.py:637(text)
16,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:1797(have_units)
1,0.000,0.000,0.001,0.001,C:\Python314\Lib\site-packages\matplotlib\axis.py:2374(__init__)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:2564(get_minpos)
1,0.000,0.000,0.001,0.001,C:\Python314\Lib\site-packages\matplotlib\axis.py:2598(__init__)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:2794(get_minpos)
36,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\units.py:56(_is_natively_supported)
8/6,0.000,0.000,0.014,0.002,C:\Python314\Lib\site-packages\matplotlib\spines.py:306(set_position)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\spines.py:552(__init__)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\spines.py:555(from_dict)
7,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\six.py:194(find_spec)
24,0.000,0.000,0.039,0.002,C:\Python314\Lib\site-packages\fastapi\middleware\asyncexitstack.py:15(__call__)
1,0.000,0.000,0.000,0.000,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\api\main.py:123(fall_stop)
5,0.000,0.000,0.000,0.000,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\api\main.py:136(fall_status)
2,0.000,0.000,0.000,0.000,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\decoder\cif_seeds.py:52(get)
2,0.000,0.000,0.000,0.000,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\visualizer\cif.py:46(predicted)
2,0.002,0.001,0.170,0.085,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\decoder\generator\generator.py:103(_mappable_annotations)
22/8,0.000,0.000,0.001,0.000,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\decoder\generator\generator.py:48(apply)
2,0.000,0.000,0.000,0.000,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\decoder\cif_seeds.py:18(__init__)
2,0.000,0.000,0.001,0.001,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\decoder\cif_seeds.py:56(fill)
30,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\anyio\_core\_eventloop.py:185(get_async_backend)
24,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\anyio\lowlevel.py:157(get)
2,0.000,0.000,0.170,0.085,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\decoder\generator\generator.py:15(starmap)
2,0.000,0.000,0.001,0.000,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\decoder\generator\generator.py:65(<lambda>)
24,0.000,0.000,0.040,0.002,C:\Python314\Lib\site-packages\fastapi\applications.py:1157(__call__)
24,0.000,0.000,0.002,0.000,C:\Python314\Lib\site-packages\anyio\to_thread.py:25(run_sync)
24,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\anyio\lowlevel.py:142(_current_vars)
30,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\anyio\_core\_eventloop.py:205(current_async_library)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\starlette\requests.py:147(cookies)
17,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\fastapi\routing.py:994(matches)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\anyio\_core\_eventloop.py:224(set_current_async_library)
24,0.000,0.000,0.037,0.002,C:\Python314\Lib\site-packages\fastapi\routing.py:106(app)
24,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\anyio\lowlevel.py:81(current_token)
24,0.000,0.000,0.002,0.000,C:\Python314\Lib\site-packages\fastapi\routing.py:316(run_endpoint_function)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\PIL\JpegPresets.py:1(<module>)
14,0.000,0.000,0.001,0.000,C:\Python314\Lib\tkinter\__init__.py:1731(_substitute)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:685(Misc)
1,0.000,0.000,0.001,0.001,C:\Python314\Lib\site-packages\PIL\JpegImagePlugin.py:1(<module>)
6,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\uvicorn\protocols\http\httptools_impl.py:247(on_headers_complete)
24,0.000,0.000,0.005,0.000,C:\Python314\Lib\site-packages\fastapi\routing.py:378(app)
18,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\click\termui.py:518(style)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\font.py:1(<module>)
24,0.000,0.000,0.039,0.002,C:\Python314\Lib\site-packages\starlette\middleware\exceptions.py:47(__call__)
1,0.000,0.000,0.074,0.074,C:\Python314\Lib\site-packages\matplotlib\backends\_backend_tk.py:528(create_with_canvas)
7,0.001,0.000,0.023,0.003,C:\Python314\Lib\site-packages\matplotlib\backends\_backend_tk.py:776(_set_image_for_button)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:2142(Wm)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\uvicorn\protocols\http\httptools_impl.py:305(on_body)
11,0.000,0.000,0.003,0.000,C:\Python314\Lib\tkinter\__init__.py:1816(_configure)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:2908(Canvas)
17,0.000,0.000,0.002,0.000,C:\Python314\Lib\tkinter\__init__.py:4262(__init__)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\PIL\BmpImagePlugin.py:1(<module>)
13,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:2761(_setup)
82,0.001,0.000,0.001,0.000,C:\Python314\Lib\site-packages\uvicorn\server.py:241(on_tick)
82,0.000,0.000,0.008,0.000,C:\Python314\Lib\site-packages\uvicorn\server.py:81(_serve)
1,0.000,0.000,0.014,0.014,C:\Python314\Lib\site-packages\matplotlib\backends\_backend_tk.py:612(destroy)
1,0.000,0.000,0.003,0.003,C:\Python314\Lib\site-packages\matplotlib\backends\qt_compat.py:1(<module>)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\messagebox.py:1(<module>)
13,0.000,0.000,0.006,0.000,C:\Python314\Lib\tkinter\__init__.py:2793(__init__)
12,0.001,0.000,0.031,0.003,C:\Python314\Lib\site-packages\uvicorn\protocols\http\httptools_impl.py:457(send)
6,0.002,0.000,0.361,0.060,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\network\heads.py:406(forward)
1,0.000,0.000,0.004,0.004,C:\Python314\Lib\site-packages\matplotlib\backends\_backend_tk.py:194(__init__)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\fastapi\routing.py:329(_build_response_args)
6,0.000,0.000,0.000,0.000,<string>:2(__init__)
41,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\starlette\_utils.py:90(get_route_path)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\starlette\requests.py:85(__init__)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\starlette\datastructures.py:602(__delitem__)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\starlette\datastructures.py:553(__contains__)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\starlette\requests.py:131(headers)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\starlette\requests.py:137(query_params)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\starlette\requests.py:220(method)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\starlette\requests.py:143(path_params)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\starlette\datastructures.py:647(update)
24,0.000,0.000,0.002,0.000,C:\Python314\Lib\site-packages\starlette\concurrency.py:30(run_in_threadpool)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\starlette\requests.py:211(__init__)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\starlette\datastructures.py:539(getlist)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\starlette\datastructures.py:546(__getitem__)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\starlette\datastructures.py:629(raw)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\fastapi\utils.py:26(is_body_allowed_for_status_code)
24,0.000,0.000,0.039,0.002,C:\Python314\Lib\site-packages\starlette\applications.py:103(__call__)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\starlette\responses.py:181(__init__)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\starlette\responses.py:191(render)
24/12,0.000,0.000,0.032,0.003,C:\Python314\Lib\site-packages\starlette\_exception_handler.py:34(sender)
12,0.000,0.000,0.031,0.003,C:\Python314\Lib\site-packages\starlette\middleware\errors.py:156(_send)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\starlette\responses.py:34(__init__)
18,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\starlette\responses.py:84(headers)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\starlette\_exception_handler.py:23(wrap_app_handling_exceptions)
24,0.000,0.000,0.039,0.002,C:\Python314\Lib\site-packages\starlette\routing.py:712(__call__)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\starlette\responses.py:49(render)
24,0.000,0.000,0.039,0.002,C:\Python314\Lib\site-packages\starlette\middleware\cors.py:151(simple_response)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\uvicorn\protocols\http\httptools_impl.py:374(__init__)
