ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
79,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:1088(__init__)
144,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\lines.py:1217(_set_markercolor)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\_pylab_helpers.py:104(_set_new_active_manager)
8,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:395(_apply_tickdir)
8,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:456(_apply_tickdir)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\numpy\ma\core.py:3040(__array_finalize__)
80,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\markers.py:299(_set_marker)
1,0.000,0.000,0.031,0.031,C:\Python314\Lib\site-packages\matplotlib\backend_bases.py:2611(__init__)
678/670,0.001,0.000,0.003,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:348(process)
3,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:800(__init__)
48,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\lines.py:1158(set_linestyle)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\numpy\ma\core.py:3856(filled)
2,0.000,0.000,0.000,0.000,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\transforms\annotations.py:13(normalize_annotations)
6,0.000,0.000,0.019,0.003,C:\Python314\Lib\site-packages\matplotlib\scale.py:120(set_default_locators_and_formatters)
1,0.000,0.000,0.067,0.067,C:\Python314\Lib\site-packages\matplotlib\pyplot.py:525(_warn_if_gui_out_of_main_thread)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\artist.py:1032(_set_alpha_for_array)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backend_bases.py:1736(_fix_ipython_backend2gui)
16,0.001,0.000,0.019,0.001,C:\Python314\Lib\site-packages\matplotlib\axis.py:59(__init__)
2,0.000,0.000,0.004,0.002,C:\Python314\Lib\site-packages\matplotlib\image.py:250(__init__)
113,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\font_manager.py:876(set_size)
2,0.000,0.000,0.000,0.000,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\visualizer\cifhr.py:17(predicted)
30,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\sniffio\_impl.py:25(current_async_library)
2,0.000,0.000,0.000,0.000,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\decoder\occupancy.py:11(__init__)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\figure.py:531(add_axes)
12,0.000,0.000,0.007,0.001,C:\Python314\Lib\site-packages\matplotlib\axis.py:1195(_set_lim)
1,0.000,0.000,0.001,0.001,C:\Python314\Lib\site-packages\matplotlib\figure.py:2464(__init__)
6,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\ticker.py:2116(set_params)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\colorizer.py:91(norm)
143,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\cycler\__init__.py:259(__iter__)
34,0.004,0.000,0.121,0.004,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\decoder\cif_hr.py:26(accumulate)
23,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\patches.py:362(_set_edgecolor)
3,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:1579(_set_title_offset_trans)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\gridspec.py:766(update)
6,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\fastapi\routing.py:250(_extract_endpoint_context)
62,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:106(_cnfmerge)
2,0.000,0.000,0.128,0.064,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\decoder\cif_hr.py:42(fill_multiple)
4,0.000,0.000,0.063,0.016,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\show\animation_frame.py:61(iter)
1,0.000,0.000,0.015,0.015,C:\Python314\Lib\site-packages\matplotlib\pyplot.py:1170(close)
2,0.000,0.000,0.128,0.064,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\decoder\cif_hr.py:67(fill)
22,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\_api\__init__.py:147(check_shape)
355,0.001,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\_api\__init__.py:65(check_isinstance)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:928(_set_lim_and_transforms)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\figure.py:2677(set_layout_engine)
76,0.001,0.000,0.009,0.000,C:\Python314\Lib\site-packages\matplotlib\patches.py:800(get_patch_transform)
22,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:293(connect)
6,0.000,0.000,0.015,0.002,C:\Python314\Lib\site-packages\matplotlib\ticker.py:575(set_useMathText)
4,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\text.py:510(set_bbox)
60,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\lines.py:33(_get_dash_pattern)
4,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\spines.py:439(linear_spine)
16,0.000,0.000,0.003,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:1738(update_units)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\figure.py:123(__init__)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:873(set_figure)
16,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:1045(_translate_tick_params)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:1675(set_aspect)
1,0.000,0.000,0.031,0.031,C:\Python314\Lib\site-packages\matplotlib\backends\_backend_tk.py:507(__init__)
1,0.000,0.000,0.003,0.003,C:\Python314\Lib\tkinter\__init__.py:2464(__init__)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:2838(nonsingular)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\pyplot.py:281(install_repl_displayhook)
2,0.000,0.000,0.001,0.001,C:\Python314\Lib\site-packages\numpy\ma\core.py:1874(masked_where)
12,0.000,0.000,0.005,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:1696(grid)
1,0.000,0.000,0.014,0.014,C:\Python314\Lib\site-packages\matplotlib\_pylab_helpers.py:44(destroy)
2,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:3480(tick_params)
3,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\__init__.py:751(__setitem__)
32,0.001,0.000,0.341,0.011,C:\Python314\Lib\site-packages\torchvision\models\shufflenetv2.py:28(channel_shuffle)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:850(update_from_path)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:1761(set_adjustable)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\figure.py:965(clear)
61,0.000,0.000,0.002,0.000,C:\Python314\Lib\site-packages\matplotlib\font_manager.py:656(__init__)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\uvicorn\logging.py:55(formatMessage)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\PIL\ImageMath.py:30(_Operand)
1,0.000,0.000,0.005,0.005,C:\Python314\Lib\tkinter\filedialog.py:1(<module>)
1,0.000,0.000,0.000,0.000,{built-in method matplotlib._c_internal_utils.Win32_SetProcessDpiAwareness_max}
1,0.000,0.000,0.000,0.000,{built-in method matplotlib._c_internal_utils.Win32_SetCurrentProcessExplicitAppUserModelID}
2,0.000,0.000,0.000,0.000,{built-in method matplotlib._path.update_path_extents}
4,0.000,0.000,0.000,0.000,{built-in method matplotlib._c_internal_utils.display_is_valid}
1,0.000,0.000,0.000,0.000,{built-in method matplotlib._path.affine_transform}
1,0.000,0.000,0.000,0.000,{built-in method matplotlib._c_internal_utils.Win32_GetForegroundWindow}
1,0.000,0.000,0.000,0.000,{built-in method matplotlib._c_internal_utils.Win32_GetCurrentProcessExplicitAppUserModelID}
6/1,0.000,0.000,0.056,0.056,C:\Python314\Lib\site-packages\matplotlib\pyplot.py:372(switch_backend)
72/40,0.000,0.000,0.015,0.000,C:\Python314\Lib\site-packages\matplotlib\spines.py:346(get_spine_transform)
1,0.000,0.000,0.219,0.219,C:\Python314\Lib\site-packages\matplotlib\pyplot.py:871(figure)
9,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\PIL\PngImagePlugin.py:1024(load_end)
1,0.003,0.003,0.014,0.014,C:\Python314\Lib\site-packages\matplotlib\font_manager.py:1453(_findfont_cached)
9,0.000,0.000,0.002,0.000,C:\Python314\Lib\site-packages\PIL\PngImagePlugin.py:762(_open)
84,0.001,0.000,0.016,0.000,C:\Python314\Lib\site-packages\matplotlib\artist.py:784(set_clip_path)
9,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\PIL\PngImagePlugin.py:555(chunk_pHYs)
2,0.009,0.005,0.012,0.006,C:\Python314\Lib\site-packages\matplotlib\cbook.py:683(safe_masked_invalid)
22,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\path.py:202(_update_values)
182,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\pyplot.py:1073(_auto_draw_if_interactive)
9,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\PIL\PngImagePlugin.py:989(load_read)
61,0.001,0.000,0.006,0.000,C:\Python314\Lib\site-packages\matplotlib\text.py:157(_reset_visual_defaults)
32/16,0.000,0.000,0.003,0.000,C:\Python314\Lib\site-packages\matplotlib\units.py:164(get_converter)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\spines.py:572(__getitem__)
2,0.000,0.000,0.000,0.000,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\show\painters.py:32(annotations)
48,0.001,0.000,0.008,0.000,C:\Python314\Lib\site-packages\matplotlib\lines.py:301(__init__)
2/1,0.000,0.000,0.250,0.250,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\show\animation_frame.py:93(frame_init)
2,0.000,0.000,0.014,0.007,C:\Python314\Lib\site-packages\matplotlib\image.py:640(_normalize_image_array)
16,0.000,0.000,0.008,0.000,C:\Python314\Lib\site-packages\PIL\ImageFile.py:285(load)
16,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\lines.py:686(recache)
9,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\PIL\PngImagePlugin.py:452(chunk_IHDR)
32,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:2368(_unpack_to_numpy)
76,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:1973(rotate)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\patches.py:2312(__new__)
4,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\spines.py:35(__init__)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\starlette\datastructures.py:258(__init__)
8,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:467(update_position)
8,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:406(update_position)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:1988(set_minor_locator)
6,0.002,0.000,0.003,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:1972(set_major_locator)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:1849(transform_affine)
76,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\artist.py:448(get_transform)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\numpy\ma\core.py:3015(_update_from)
2,0.000,0.000,0.010,0.005,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\network\heads.py:45(concat_fields)
1,0.000,0.000,0.001,0.001,C:\Python314\Lib\site-packages\matplotlib\_api\__init__.py:375(warn_external)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\numpy\ma\core.py:3510(__setmask__)
4,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:58(_get_running_interactive_framework)
1,0.000,0.000,0.016,0.016,C:\Python314\Lib\tkinter\__init__.py:1(<module>)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:1109(get_points)
2717,0.002,0.000,0.004,0.000,C:\Python314\Lib\site-packages\matplotlib\__init__.py:781(__getitem__)
580,0.001,0.000,0.002,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:2020(_setattr_cm)
181,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\colors.py:278(to_rgba)
9,0.000,0.000,0.002,0.000,C:\Python314\Lib\site-packages\PIL\ImageFile.py:117(__init__)
5,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\transforms.py:1720(set)
2,0.000,0.000,0.013,0.007,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\network\heads.py:65(forward)
4,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:2378(_init)
2,0.000,0.000,0.000,0.000,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\decoder\caf_scored.py:89(fill)
131,0.001,0.000,0.002,0.000,C:\Python314\Lib\site-packages\matplotlib\artist.py:179(__init__)
16,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:887(_unstale_viewLim)
16,0.000,0.000,0.005,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:946(set_tick_params)
6,0.000,0.000,0.050,0.008,C:\Python314\Lib\site-packages\matplotlib\axis.py:845(clear)
24,0.000,0.000,0.040,0.002,C:\Python314\Lib\site-packages\uvicorn\protocols\http\httptools_impl.py:414(run_asgi)
1,0.000,0.000,0.003,0.003,C:\Python314\Lib\tkinter\__init__.py:2534(readprofile)
1,0.000,0.000,0.001,0.001,C:\Python314\Lib\site-packages\matplotlib\backends\backend_gtk4.py:1(<module>)
24,0.001,0.000,0.039,0.002,C:\Python314\Lib\site-packages\starlette\routing.py:718(app)
49,0.000,0.000,0.004,0.000,C:\Python314\Lib\site-packages\matplotlib\text.py:194(update)
16,0.000,0.000,0.002,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:302(_apply_params)
48/24,0.000,0.000,0.039,0.002,C:\Python314\Lib\site-packages\starlette\_exception_handler.py:31(wrapped_app)
1,0.000,0.000,0.002,0.002,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:864(_init_axis)
14,0.000,0.000,0.004,0.000,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:2624(_process_unit_info)
8/5,0.000,0.000,0.014,0.003,C:\Python314\Lib\site-packages\matplotlib\axis.py:428(__init__)
8/5,0.000,0.000,0.016,0.003,C:\Python314\Lib\site-packages\matplotlib\axis.py:367(__init__)
3,0.001,0.000,0.074,0.025,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:1313(__clear)
1,0.000,0.000,0.031,0.031,C:\Python314\Lib\site-packages\matplotlib\backends\_backend_tk.py:650(__init__)
2,0.000,0.000,0.000,0.000,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\visualizer\cif.py:53(_confidences)
24,0.000,0.000,0.036,0.002,C:\Python314\Lib\site-packages\fastapi\routing.py:109(app)
36,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:1800(convert_units)
4,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\matplotlib\axis.py:2602(_init)
3/2,0.006,0.002,8.542,4.271,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\decoder\generator\generator.py:84(batch)
24,0.000,0.000,0.039,0.002,C:\Python314\Lib\site-packages\starlette\middleware\errors.py:149(__call__)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\PIL\PpmImagePlugin.py:1(<module>)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\anyio\_backends\_asyncio.py:2024(acquire_on_behalf_of)
1,0.000,0.000,0.031,0.031,C:\Python314\Lib\site-packages\matplotlib\axes\_base.py:615(__init__)
30,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\starlette\datastructures.py:507(__init__)
6,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\fastapi\routing.py:273(serialize_response)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\uvicorn\middleware\proxy_headers.py:109(__contains__)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:469(trace_remove)
2,0.007,0.004,8.369,4.185,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\network\nets.py:20(forward)
16,0.000,0.000,0.013,0.001,C:\Python314\Lib\site-packages\PIL\ImageTk.py:171(paste)
2,0.000,0.000,0.000,0.000,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\visualizer\cif.py:65(_regressions)
2,0.000,0.000,0.000,0.000,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\visualizer\seeds.py:17(predicted)
34,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:1502(_bind)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:382(__init__)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\starlette\responses.py:56(init_headers)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\font.py:69(__init__)
6,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\uvicorn\protocols\http\httptools_impl.py:169(data_received)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:437(_register)
2,0.001,0.000,0.001,0.001,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\decoder\cif_seeds.py:23(fill_cif)
4,0.000,0.000,0.002,0.001,C:\Python314\Lib\site-packages\matplotlib\backends\qt_compat.py:66(_setup_pyqt5plus)
1,0.000,0.000,0.001,0.001,C:\Python314\Lib\site-packages\matplotlib\backends\backend_gtk3.py:1(<module>)
1,0.000,0.000,0.003,0.003,C:\Python314\Lib\site-packages\PIL\GifImagePlugin.py:1(<module>)
24,0.000,0.000,0.040,0.002,C:\Python314\Lib\site-packages\uvicorn\middleware\proxy_headers.py:27(__call__)
32,0.024,0.001,4.059,0.127,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\network\basenetworks.py:111(forward)
42,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:1697(_register)
13/2,0.000,0.000,0.009,0.005,C:\Python314\Lib\tkinter\__init__.py:2810(destroy)
7,0.000,0.000,0.028,0.004,C:\Python314\Lib\site-packages\matplotlib\backends\_backend_tk.py:855(_Button)
24,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\fastapi\dependencies\utils.py:781(request_params_to_args)
24,0.000,0.000,0.002,0.000,C:\Python314\Lib\site-packages\anyio\_backends\_asyncio.py:2443(run_sync_in_worker_thread)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\anyio\_backends\_asyncio.py:314(find_root_task)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\__init__.py:2498(_loadtk)
60/6,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\fastapi\encoders.py:112(jsonable_encoder)
6,0.000,0.000,0.032,0.005,C:\Python314\Lib\site-packages\starlette\responses.py:155(__call__)
24,0.000,0.000,0.037,0.002,C:\Python314\Lib\site-packages\starlette\routing.py:281(handle)
6,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\uvicorn\logging.py:97(formatMessage)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backends\_backend_tk.py:69(_restore_foreground_window_at_end)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\tkinter\constants.py:1(<module>)
2,0.000,0.000,0.000,0.000,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\visualizer\occupancy.py:15(predicted)
2,0.000,0.000,0.000,0.000,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\decoder\nms.py:17(annotations)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\anyio\_backends\_asyncio.py:450(__exit__)
1,0.000,0.000,0.040,0.040,C:\Python314\Lib\site-packages\matplotlib\backends\_backend_tk.py:1(<module>)
6,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\fastapi\dependencies\utils.py:595(solve_dependencies)
41,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\starlette\routing.py:252(matches)
38,0.003,0.000,0.004,0.000,C:\Python314\Lib\tkinter\__init__.py:1652(_options)
2,0.000,0.000,0.130,0.065,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\decoder\generator\cifcaf.py:66(__call__)
2,0.000,0.000,8.371,4.186,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\decoder\generator\generator.py:43(fields_batch)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\starlette\datastructures.py:385(__init__)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\uvicorn\protocols\http\httptools_impl.py:319(on_response_complete)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\anyio\_backends\_asyncio.py:419(__enter__)
16,0.000,0.000,0.028,0.002,C:\Python314\Lib\site-packages\PIL\ImageTk.py:93(__init__)
12,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\starlette\datastructures.py:580(__setitem__)
24,0.000,0.000,0.039,0.002,C:\Python314\Lib\site-packages\starlette\middleware\cors.py:77(__call__)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backends\_backend_tk.py:941(set_history_buttons)
2,0.000,0.000,0.046,0.023,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\transforms\compose.py:8(__call__)
4,0.000,0.000,0.046,0.011,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\transforms\image.py:18(__call__)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\numpy\ma\core.py:238(_get_dtype_of)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\numpy\ma\core.py:1352(_replace_dtype_fields)
2,0.000,0.000,0.001,0.000,C:\Python314\Lib\site-packages\numpy\ma\core.py:1586(_shrink_mask)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\numpy\ma\core.py:307(_scalar_fill_value)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\numpy\ma\core.py:1862(_check_mask_axis)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\numpy\ma\core.py:3761(_get_data)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\numpy\ma\core.py:319(minimum_fill_value)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\numpy\ma\core.py:371(maximum_fill_value)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\numpy\ma\core.py:1366(make_mask_descr)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\numpy\ma\core.py:1400(getmask)
2,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\numpy\ma\core.py:3592(mask)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\numpy\ma\core.py:305(_extremum_fill_value)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\numpy\ma\core.py:3582(mask)
3,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\numpy\ma\core.py:619(filled)
22,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\numpy\ma\core.py:3482(dtype)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\numpy\ma\core.py:3498(shape)
32,0.000,0.000,0.002,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:1705(_safe_first_finite)
2,0.000,0.000,0.000,0.000,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\decoder\caf_scored.py:16(__init__)
22,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\__init__.py:336(wrapper)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\__init__.py:804(_get_backend_or_none)
1,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\_api\__init__.py:45(__init__)
2,0.000,0.000,0.048,0.024,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\show\animation_frame.py:49(clean_axis)
6,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\_api\__init__.py:182(check_getitem)
21,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:158(__setitem__)
16,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:1715(safe_isfinite)
4,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\colors.py:815(__copy__)
2,0.030,0.015,0.038,0.019,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\visualizer\base.py:37(processed_image)
5,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\backends\registry.py:95(_backend_module_name)
4,0.000,0.000,0.000,0.000,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\network\heads.py:55(concat_heads)
32,0.000,0.000,0.000,0.000,C:\Python314\Lib\site-packages\matplotlib\cbook.py:2351(_is_tensorflow_array)
2,0.000,0.000,0.000,0.000,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\network\heads.py:36(selector)
2,0.000,0.000,0.000,0.000,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\visualizer\base.py:29(image)
2,0.000,0.000,0.000,0.000,D:\C2SE50\Elderly-Behavior-Monitoring-and-Care-Support-System\AI_Service\Camera_Service\decoder\cif_hr.py:19(__init__)
